Nama Negara,Luas_Lahan_Pertanian_%,Kalori_per_Kapita,Total_Produksi,Cluster,Kategori
Filipina,1.1781828412257567,-0.3252759262987953,0.8551662438517882,1,Tinggi
Indonesia,-0.3160521143483331,0.22692155215059315,1.1459776688865893,2,Sedang
Kamboja,0.2241041617812401,-0.5222976248483032,-1.4509974846335087,0,Rendah
Malaysia,-0.7637429749178786,1.414408811833868,0.37416051356920066,2,Sedang
Myanmar,-1.5714545418741226,-0.21549828224330048,0.37798016694907266,2,Sedang
Thailand,1.5150233885809148,0.7739016313630728,0.9123453203608151,1,Tinggi
Timor Leste,-0.8673024133777466,-2.0920291069954606,-1.4831450981064047,0,Rendah
Vietnam,0.6012416529301661,0.739868945038302,-0.7314873308775482,0,Rendah
