Nama Negara,Kode Negara,Tahun,Luas_Lahan_Pertanian_%,Kalori_per_Kapita,Produksi_Jagung_(ton),Produksi_Beras_(ton),Produksi_Minyak_Sawit_(ton),Produksi_Kopi_(ton),Produksi_Kakao_(ton),Produksi_Teh_(ton),Produksi_Ubi_Jalar_(ton)
Timor Leste,TLS,2019,3.1763431098858614,7.72225409793243,11.23441454200085,14.799140560213685,8.048468743668883,11.669082701743504,3.4741380060638702,10.971365681834376,7.550135342488429
Vietnam,VNM,2019,3.701896926657388,7.980402096986302,15.369890096987946,14.254035129958366,12.745353939038882,4.07753744390572,14.201918424906982,9.154954503895448,8.758119763365883
Filipina,PHL,2020,3.771740788215778,7.935573861347479,15.90966175523933,9.980494888896912,11.866402300407264,8.884554828690094,8.543951960716928,11.48379732997823,18.152902483219933
Indonesia,IDN,2020,3.4000297204539174,7.965894609431956,17.02178738776311,19.5034483696394,10.374503169549467,8.76919160794606,13.43884833539664,11.17174978447842,13.548423739773378
Kamboja,KHM,2020,3.5639223940475713,7.909264788766488,13.710151153416941,12.01376741732726,10.142543822310387,9.472781556562168,2.312535423847214,11.434271792140967,18.635501847572343
Malaysia,MYS,2020,3.299066959300309,7.985540447740679,11.130322563573905,15.165250627866184,9.133848020987665,14.276098119862676,12.735522555562333,13.808980684670816,13.386985091913035
Myanmar,MMR,2020,3.039152755260754,7.953934325523478,14.544257963304146,11.787529896628678,9.324240322651479,13.861693325828439,13.94889446471329,12.97986850397277,13.915971992698308
Thailand,THA,2020,3.840563173388935,7.95555731447424,15.38534344340599,17.908514831901172,12.277066753207505,12.441739057487663,7.51479976048867,11.330100581528665,10.983034514035506
Timor Leste,TLS,2020,3.1763431098858614,7.706716687257025,11.259412908288544,14.775753484167565,8.11522197256233,11.551193801680078,0.0,12.823571822542718,7.601402334583733
Vietnam,VNM,2020,3.69969001685995,7.995382788606659,15.332418183109949,14.496192063844513,15.616941144151435,3.2188758248682006,14.243351189780471,8.908397090172132,8.38754317079813
Filipina,PHL,2021,3.7735913312226943,7.950104505804224,15.931804987672281,9.938999473537487,11.726430716744437,8.976135873302548,8.528251818772972,11.458443935664008,18.229919081460935
Indonesia,IDN,2021,3.399724604466412,7.962052918406224,16.811742756534926,19.579640693733893,11.065622221245269,8.705773454914313,13.345105952338253,11.481304758464347,13.567165858527416
Kamboja,KHM,2021,3.575150006436736,7.8993095750562565,13.732130035981154,11.961769296380337,10.480129006333248,9.556409270127691,4.398637900479079,11.471478275056056,18.446498742570462
Malaysia,MYS,2021,3.299066959300309,7.97899955687165,11.221498388737578,15.215249879175627,9.482365511851915,14.6600685254134,8.530624190383216,13.808980684670816,13.38110107381612
Myanmar,MMR,2021,3.039152755260754,7.950933783428387,14.648420115681892,11.159117834926688,10.59393609504574,13.69224207873419,14.481369580417999,12.996312960939575,13.902773903207237
Thailand,THA,2021,3.850108453573506,7.958328901035779,15.483217567201578,17.80846852341349,12.277066753207505,12.428534364449497,7.643674551385951,11.330100581528665,10.982014746017759
Timor Leste,TLS,2021,3.1763431098858614,7.693039793006905,10.934159986528998,14.838099066130251,8.24301946898925,11.366754528799241,0.0,8.760421683113714,7.650168700845001
Vietnam,VNM,2021,3.69969001685995,8.008067056034754,15.307601739547206,14.503807696059754,16.24273140192444,3.2188758248682006,14.243351189780471,8.908397090172132,7.696667081526462
